transaction_id,user_id,amount,merchant,category,timestamp,location,device,card_present,cvv_present,card_pan,card_expiry,card_bin,merchant_id,auth_code,ip_address,email,phone,chargeback_history,notes,is_fraud
7fb91d8e-f550-4943-8c15-8544b30bf884,12,81.62,"Munoz, Reeves and Reid",food,2025-04-11 15:45:28,Yvettemouth,desktop,False,False,4446022825176835,05/28,434960,1791,FA379,139.202.221.85,karanguyen@example.com,6757769811,3,Experience read include spend everybody get mother. ,0
7827b9af-0d7f-4df8-be2d-3efae6a2ad1a,31,355.19,Daniels-Thomas,fashion,2025-02-25 21:14:05,Port Carlos,,False,False,6576610227060743,09/26,484686,1217,DP883,25.200.79.189,teresa94@example.net,489.946.7958,1,Industry car language room court.,0
fddd07d3-6f3c-4a54-b388-9502504e35d9,21,150.37,Jones-Osborne,electronics,2025-07-07 19:30:07,Mandyside,mobile,False,True,213115522653384,03/27,455796,1477,et342,10.148.118.96,bparker@example.org,(968)800-9495x871,3,All pay within enough opportunity approach. ,0
88f8c3c1-ba50-410d-b00d-2ffa07ed60ed,50,165.66,Miller PLC ,fashion,2025-06-13 13:31:12,Katherineport,desktop,True,True,6510239898769629,01/29,437183,1901,mU570,169.95.226.188,marvin66@example.net,622-249-4379x318,5,Painting talk character provide bad character still. ,0
a10078b4-7a82-4781-8b8d-767e5970ec9c,7,349.64,"Bowen, Hurley and Gonzalez ",food,2025-01-11 03:16:41,Donaldport,mobile,True,False,3583021270989945,03/30,447361,1048,yb370,210.80.32.190,ediaz@example.com,+1-597-221-8400x46119,3,Once maybe fear so. ,0
fd356472-4e02-4aa1-b49f-b6f18604a18d,38,75.1,"Adams, Robinson and Snyder ",,2025-02-23 23:14:55,Davidland,,True,True,4134852693337946,03/26,459129,1408,UR145,117.23.178.53,panderson@example.org,(508)780-6415,3,Describe adult leader after. ,0
4e816ae4-fce2-4467-a31d-ede2e86b0ea2,12,343.39,Lopez and Sons ,food,2025-03-22 17:06:38,Lake Harry,,True,False,675956588809,04/32,418978,1260,zx101,52.74.96.93,justinwalsh@example.org,655.684.5309x3797,5,Note life better speak as other. ,0
e5a7f373-9054-44cb-a2e0-51fee774f0cc,34,188.82,"Allen, Webster and Hill",electronics,2025-06-28 16:53:09,East Michaelmouth,mobile,True,True,3575305084081225,12/33,401098,1222,JY319,4.6.69.239,janet45@example.org,601.697.7909,4,Indeed leave thus Mr throughout start around huge.,1
7a2d9561-59b6-49dc-b659-f5c47da70b8d,19,174.69,"Freeman, Webb and Long ",food,2025-01-03 12:38:56,East Garrett,,False,True,6011270240761752,04/35,419423,1690,Mf660,168.102.87.179,jason45@example.org,001-202-896-8286,4,Three admit total under.,0
1e5cb860-9d49-4309-ac3b-6ad8923ae42e,23,341.27,Bennett Ltd ,food,2025-01-12 05:32:53,Beanland,,False,True,4018540763792,05/26,424160,1550,hw470,199.192.229.201,johnfriedman@example.com,(422)582-3271x630,1,Message road production staff garden well color. ,0
9c9d3d1c-4ce4-4f6d-925d-7d94e840d23e,5,55.28,Sosa LLC ,,2025-03-20 22:46:41,Stephaniefurt,mobile,False,False,4977360549815274332,01/35,449173,1924,Za627,44.183.157.80,tcunningham@example.net,(855)472-5989,5,,0
fb994cef-72ad-4f9c-9109-59c7769904b3,25,343.05,Palmer Inc ,food,2025-08-04 06:22:09,North Michael,,True,False,340921657788440,07/30,483260,1211,ms046,37.84.20.221,freemanrobin@example.org,7235809346,5,Forget guy fire miss most former who. ,0
54bdbfcb-0ef7-4bb3-ad0a-cb1004390007,1,12.27,Carlson-Morton ,fashion,2025-05-04 07:47:28,Robinsonside,,False,True,630487819348,08/32,437876,1328,aq321,123.199.156.59,davisanthony@example.com,(291)377-4944x4381,3,Thing rule around cut. ,0
b7d4b219-5150-4d15-bc58-11012a576087,44,153.13,"Christian, Torres and Hatfield ",electronics,2025-08-03 02:46:01,North Andreaville,,False,True,180046245120204,05/28,412566,1135,vr730,65.97.12.133,djordan@example.net,(241)234-0264,0,To among rest itself.,0
56894089-48a9-4e45-bdbd-09bfabafe2cf,28,,Davis Group ,fashion,2025-06-15 17:28:12,Garcialand,mobile,True,True,30077762092965,04/34,468388,1291,DQ904,131.148.128.119,christopher53@example.org,+1-993-475-7071x520,3,,0
6832e0f1-48c6-4659-bc23-ef78dfd993a4,49,230.3,Cox Inc,,2025-03-19 23:19:46,North Jameshaven,,True,False,6011874175581539,12/33,428644,1641,cd227,187.107.216.187,amy08@example.org,+1-724-819-3081x321,5,,0
663b9b88-a8c6-4880-9c19-fcaf3274ef7a,40,11.73,Mcclure Inc,food,2025-02-25 10:41:43,Reedborough,desktop,False,True,213105588459123,07/27,428138,1873,ij602,91.149.6.49,robert76@example.org,+1-961-545-9668x3514,2,Onto understand look source career.,0
95380360-69aa-48ee-90f0-bff4a6cedf3c,20,,"Watkins, Gonzalez and White ",electronics,2025-03-19 23:53:30,Thomastown,,True,False,345318195676333,05/28,485305,1847,Yo902,171.95.183.1,robbinskelly@example.net,274-339-8782x24887,4,As up other plant as some ten. ,0
7ce2bc89-2563-4fba-a079-390601a44208,19,,"Cooke, Smith and Yoder ",fashion,2025-09-02 17:32:33,Melissafort,mobile,False,False,4503440238565,09/28,447162,1436,Ar405,112.48.223.83,uharris@example.com,476-544-4691,3,,0
12bd160c-333a-4b73-bc49-e644e9e36526,35,299.95,"Massey, Campbell and Hendricks ",fashion,2025-06-07 22:42:56,South Jennifer,mobile,True,True,375813860204653,11/34,425766,1414,Bs592,48.64.67.7,gpeterson@example.net,5103587111,5,Program community safe quickly. ,0
77f4a147-6782-45d1-b89d-007e78c1a843,38,355.98,Norris-Allen,,2025-06-27 12:26:43,West Morgan,mobile,True,False,5354264226375809,12/28,423142,1196,UJ807,56.44.51.74,pattersonsamuel@example.com,358-709-0411x930,1,Wonder land society hotel billion drug.,0
9ec62e66-d2b4-478c-a4c1-57df0014e3ea,38,,Nicholson Group ,food,2025-04-12 07:11:16,New Marcus,desktop,True,False,5442386435377195,09/28,496165,1494,CL291,146.233.88.236,hoffmankatherine@example.net,+1-722-955-1403,2,Itself base policy hand out could cost. ,0
7031e644-12eb-4f88-bec7-3c32358a5517,12,47.53,Hill-Taylor ,fashion,2025-01-27 11:48:26,New Shannon,desktop,True,True,3504891356784444,04/34,459506,1276,vE942,108.129.87.139,tford@example.net,220.446.9964x23052,2,,0
d08aee14-38a3-4d76-92a5-1b992f0c6c31,1,,Wall PLC ,food,2025-04-05 01:44:53,Jenniferfurt,desktop,True,True,4582337653170922994,08/35,437094,1291,Ph434,149.165.51.155,woodmichelle@example.net,(369)518-8427,5,Enter film analysis now window place stay.,0
0aa470ee-1b3c-48d1-b084-4bde4b9aa4d0,46,422.66,Crawford-Sullivan,,2025-10-01 02:41:01,Taylorfurt,mobile,False,True,4936431158550,04/30,454639,1454,Ma879,151.221.112.148,javier29@example.org,+1-838-976-9245x08439,4,Memory American today happen style. ,0
c6025fcb-819a-4697-b244-a632d23f8865,27,83.41,Douglas-Lewis ,fashion,2025-10-11 05:08:31,Patriciabury,desktop,False,True,2703516458899417,04/35,429421,1538,JY268,108.159.248.90,cterry@example.org,001-998-715-7121x8825,2,Loss full operation tax time recent.,0
3cfbabe3-6deb-47b6-ab0b-336327203811,34,402.39,"Morgan, Allen and Randall",food,2025-01-02 18:10:42,New Danielton,mobile,False,True,4682559525065472,08/30,453406,1909,qe256,53.182.117.248,rachelbradley@example.org,001-730-583-0661x525,2,Degree name finally always hold area husband appear. ,0
52eb2918-0494-44f3-9120-40998e56b570,3,400.54,"Hobbs, Bennett and Morris",,2025-08-16 21:51:34,Robinsonstad,desktop,False,True,4100363527283157,01/26,409190,1563,Hj749,14.222.178.27,wscott@example.net,624-591-7021x9220,0,Staff mouth expert analysis. ,0
fda8f1ca-b168-499f-965a-e97738cb9822,5,183.18,Wall-Rivera ,,2025-04-08 18:14:48,Erikberg,,True,False,4211206050689843,08/26,480920,1344,po513,130.197.15.97,oconnorkatie@example.com,706.370.8651x15252,4,Sell condition add enjoy hot. ,0
77bc9bba-1c19-4ad2-8016-d1bab69e1de0,5,454.46,Santos and Sons ,food,2025-10-05 02:52:19,East Don,desktop,False,False,4851695957458473,11/30,438172,1956,ru861,141.124.252.4,normanolsen@example.net,(885)970-0229x496,4,Writer job suddenly cold important for ever save.,0
1bc618dc-4f4b-4c0e-a837-d00b24c4a6e2,26,450.68,Ramos PLC,,2025-01-29 09:36:55,Kelleyburgh,,True,True,4205889614294,04/26,422619,1003,HB481,100.24.13.18,vblack@example.net,4734988417,4,,1
33522a67-2ac7-435d-a678-3db40dd45272,32,418.16,"Smith, Elliott and Edwards ",fashion,2025-10-06 21:38:53,East Elizabethberg,,False,False,2222474707896697,10/34,429651,1737,LX196,132.61.114.228,conwayvictoria@example.net,432.352.4681,4,Ago bit expect court teach remain individual. ,0
307047d8-e6a6-46d3-bb9c-0f5b8c1b5dc1,37,64.67,"Fitzpatrick, Evans and Baker",fashion,2025-09-06 22:55:40,Leeton,,True,True,38831197364361,06/32,436045,1626,QK176,180.154.91.153,franklinethan@example.org,981-677-5653x25758,0,Back quality bar government listen. ,0
7505a7bf-ac3e-4bfb-b58d-ba8b64bc1166,40,394.39,Ford and Sons ,fashion,2025-01-05 17:28:20,Lake Thomas,,False,True,213168061844906,03/28,450384,1851,FD857,57.28.90.215,jefflee@example.net,001-782-816-4971x3323,5,Against just light situation.,0
fd299734-6a74-4f41-857b-2e3e7995d07b,41,364.98,Parsons-Kelly ,fashion,2025-10-09 11:27:47,Woodfurt,mobile,False,True,6523108321329019,08/30,477773,1371,Ko335,110.213.195.155,amber52@example.net,001-740-324-8780,1,Difficult magazine color real phone much environment ahead. ,0
ceb2ce31-6d16-49ad-96cd-7993ace673e2,50,51.35,"Harris, Flores and Taylor ",fashion,2025-02-14 08:42:00,Jefferyshire,mobile,False,True,6525353552913580,03/35,464962,1056,ln374,5.221.93.221,taylordavid@example.net,001-822-339-6546x2710,2,Miss billion single.,0
49ec272c-4586-4362-a427-0772ca9b1864,37,,Harding-Gonzalez ,,2025-08-01 15:31:32,Elliottland,desktop,True,True,2290176060278317,04/26,449328,1202,eN805,75.216.95.173,thomasisabel@example.net,(606)537-6413x1730,2,Nothing actually painting real example knowledge modern. ,0
83ed39a8-5795-48d8-aa73-a380335e2928,2,206.39,"Smith, Herman and Wade ",,2025-06-06 02:37:06,Lisaborough,desktop,True,False,38101735357487,11/30,443595,1090,QM109,124.157.0.10,fhood@example.com,+1-775-490-2868x1343,0,Kind company PM. ,0
411bbe32-e706-40a8-8c2e-60b64a85eba8,16,251.81,"Barber, Reeves and Odonnell ",fashion,2025-01-14 09:12:50,North Lukemouth,,False,True,378583375244968,09/29,475750,1089,BR722,189.232.184.108,bramirez@example.net,(558)623-8848x35060,4,Even wait moment draw today property lawyer. ,0
54f04825-1722-46a8-b768-9de713225e35,13,37.42,"Lawrence, Williams and Lee ",,2025-08-18 23:32:16,Joshuahaven,mobile,False,False,4321924017935872997,05/35,400992,1887,mw330,132.135.201.247,luisreyes@example.net,001-414-558-1013,4,While serious than number partner mother throughout leader.,0
5161a84e-23a5-4197-ae13-98fafe0d366a,18,451.41,Hicks-Hernandez,,2025-05-07 19:58:49,Melaniechester,desktop,True,True,345641810446604,06/31,439011,1955,UU092,211.92.20.32,nancy01@example.com,(433)632-4050x658,1,,0
d2f1223b-3f66-4194-b430-399b233997de,2,85.48,Jackson PLC,electronics,2025-08-25 00:32:25,West Amber,desktop,False,False,676250721567,12/27,469872,1000,YJ816,177.254.16.9,alyssaadams@example.com,+1-943-471-3750x81357,4,Must arrive assume mention paper central prove decide.,0
96bbc961-e234-4006-a262-3413ea0367a4,35,233.54,"Ramirez, Gregory and Ramos",fashion,2025-08-10 13:59:51,Mckenziehaven,desktop,False,False,3575109496619162,05/34,444226,1640,dB104,131.225.185.12,christine19@example.com,725.613.1618x8579,0,Arm area necessary prove popular. ,0
e7a29f8d-3836-44fd-bd59-63a504a9d35f,25,127.32,Hall LLC,food,2025-05-15 11:10:08,Danielside,,False,False,4956473503291450153,08/27,443909,1381,FL060,49.186.48.179,aaron37@example.org,956-200-7790,1,Sometimes doctor economy artist become cup with answer.,0
7c5e36eb-850a-402f-9c59-d72b97e86051,44,180.97,Harvey-Raymond ,fashion,2025-05-02 09:40:28,Port Peterton,mobile,False,True,3581559305154169,04/35,435634,1130,Yi103,167.14.38.196,trice@example.net,001-715-474-6342x4095,2,Job modern body this mouth.,0
517c3581-8b8c-4894-accd-58232bf80d3f,4,329.88,Bolton Group ,fashion,2025-05-22 15:11:30,Owenston,mobile,True,False,3547336519094678,02/33,466264,1330,Zo475,216.26.240.169,charles21@example.com,233-211-8561,5,,0
2f0ebde7-9a44-4389-9384-75dd673e4ce9,40,97.97,Smith Group ,electronics,2025-08-20 19:50:23,West Louismouth,mobile,False,False,4598845175714573,07/34,464169,1582,KP176,45.117.33.26,deborahschwartz@example.org,(587)291-3774,2,Western way instead recently country talk leg.,0
f0bb9532-075f-4216-9ee9-4390a820fbee,12,498.13,Davis and Sons,food,2025-10-03 22:07:59,Ritafort,,True,False,571249760877,07/26,442564,1662,yh704,15.189.157.70,dsmith@example.com,001-976-927-1173x29915,0,Born happy country color growth measure pretty. ,0
505d26d9-11a7-4e36-9a81-0d76b1401151,45,38.65,Bryant Ltd ,electronics,2025-09-04 14:07:19,Reedshire,mobile,False,False,4120765235957677668,03/26,402483,1266,id097,48.234.143.195,jbrown@example.org,001-481-621-7331,3,Enter this management more.,0
abb07dc6-157d-4803-826b-c20edebf6e89,47,470.26,Woods-Davis,electronics,2025-03-10 00:01:24,Lambfurt,mobile,True,True,4954056491685,02/29,432832,1200,EO932,177.230.47.137,justin03@example.com,6392764792,1,Method weight them require main attorney market. ,1
4eb175c0-a3c2-495a-b8fa-d5d795191204,26,498.81,Dixon and Sons ,,2025-07-21 17:24:25,Michaelstad,desktop,True,True,4489887315316,10/27,405041,1150,gc958,34.20.40.185,hansonshane@example.org,755.706.2009x03136,1,Win nation our tree senior day.,0
c4c8f360-6455-4b45-aa21-6d865b33843e,10,210.38,Rivers-Johnson,fashion,2025-06-11 10:15:28,North Michelleton,mobile,False,False,6011398798657724,10/28,445520,1146,qt757,215.179.20.62,whitney81@example.net,396-772-5122x19453,1,Across short standard politics. ,0
8b1b08d0-0c8f-46c5-ac13-8e6b020a0bb2,3,3.82,"Simpson, Murray and Taylor ",,2025-01-26 06:34:20,Palmerton,desktop,False,True,502084298947,04/35,429299,1670,nL805,32.246.159.214,morenomorgan@example.com,+1-554-404-5234x561,5,Discussion be out rich lead where pay cut.,0
0dd0d53d-66e1-432e-a5c4-ed78da2d239c,8,,"Gonzalez, Hansen and Clay",fashion,2025-01-04 06:21:59,Garciafort,desktop,False,False,5186900117579777,03/26,417322,1295,ta069,133.110.220.87,vegadaniel@example.org,+1-669-653-1650x710,3,So city put best keep throw. ,0
3cd0a6b2-685a-457a-abeb-a65e858762ab,28,134.57,Franklin-White ,electronics,2025-07-26 06:47:38,Chambershaven,desktop,False,False,4069775355895,05/32,463874,1873,Yz348,47.167.123.239,justinkeith@example.org,775-718-3525x8017,1,Threat early write executive hope.,0
18837945-d5b6-4474-bebb-a7d5416b09b9,40,89.47,Martinez LLC ,fashion,2025-08-13 03:15:16,Morrisside,desktop,False,False,6522626575641137,10/29,405533,1230,cw568,130.2.102.121,johnsonnicholas@example.com,001-743-802-7207x48444,5,For that technology power enough. ,0
8617407d-0118-4782-b8e7-2ecf9dbf5bb8,41,386.18,"Boyer, Hodge and Simpson ",,2025-03-21 17:16:56,South Douglasside,desktop,True,False,3594037850507508,08/28,474233,1771,Ct483,17.254.1.46,james23@example.net,(928)529-4787x6197,1,Rich maybe trade decade understand respond practice. ,0
e7e97478-c362-4fc5-bb87-a0c45b35a4aa,50,168.74,Young and Sons,food,2025-07-02 16:30:41,Jenniferhaven,mobile,False,True,3552740925142462,09/29,473450,1373,XU234,141.109.178.108,bryantjonathan@example.com,(496)501-6147x72813,3,,0
d314f33b-78a6-4ece-8c1f-518bf5f56860,26,223.45,Neal Inc ,electronics,2025-09-01 08:24:42,Burgesshaven,,False,True,676335151715,01/30,467661,1576,OT180,215.12.23.242,thomas09@example.net,839-784-0097,0,Plan act begin inside.,0
20179891-45bf-49a7-ad08-be328045b35f,48,356.97,Holland-Finley,fashion,2025-08-14 21:31:40,Matthewhaven,mobile,True,True,6011650807624073,01/27,471085,1587,ZY472,62.252.219.191,jerry99@example.org,996-641-6847x510,2,,0
2245c4aa-d65a-4725-901d-d7f0148f13d7,43,184.88,"Brown, Black and Carroll ",,2025-06-11 17:25:33,Davidbury,mobile,False,False,213103904790404,01/30,487066,1664,BS608,112.244.237.105,davismichael@example.org,+1-756-357-4168x3093,5,Home war require possible. ,0
c1fde769-9502-4df5-8cba-1e259e94f015,10,182.55,"Schaefer, Eaton and Ford",electronics,2025-01-18 01:18:51,North Scottborough,,False,False,6504697623993632,02/34,403743,1552,ym565,75.88.131.137,mirwin@example.com,542-383-7187x3666,4,Worker notice letter agency. ,0
cdeefde8-3551-4998-a601-2f60dd81fad4,24,441.06,"Blair, Tyler and Macias ",food,2025-02-08 23:39:56,New Nicholas,desktop,False,False,3566567580158572,08/31,456839,1991,co502,166.68.155.102,rebecca61@example.org,001-763-403-7682x644,2,The ahead measure particularly consumer avoid. ,0
add55418-366c-4195-87e8-93aa7b0341f5,32,214.79,Mcpherson-Thompson,fashion,2025-05-29 06:25:41,West Elizabethfurt,desktop,True,True,30390677105412,05/26,426333,1854,Zj423,137.84.120.89,denisewallace@example.org,+1-782-523-3782x91376,3,Along experience owner inside. ,0
9a31ad31-fac3-4f85-b264-65b97098e8cf,37,,Johnson and Sons ,electronics,2025-10-06 18:49:24,Williamport,mobile,True,True,343314647035253,04/31,499732,1703,HB388,58.227.161.23,kristinecampbell@example.com,+1-866-582-8479x619,1,Officer population throw heart.,0
89e4e741-4e27-4b01-bb87-074ac13f756b,8,351.03,Krause-Miller,electronics,2025-02-28 05:00:08,Lake Lindsayfort,desktop,False,True,4703397036920983,11/25,411846,1981,uQ204,84.81.239.60,angelaberry@example.org,001-362-597-7065x91615,3,Other once sign.,0
814fb486-a2e3-46c7-8cfa-83abf6e2d432,9,,Cox-Jenkins ,food,2025-03-16 09:31:03,Christopherside,,True,True,3510666527613652,12/33,422834,1715,dR124,80.26.238.141,juliejohnson@example.org,(239)664-9213x656,4,,0
70444e4e-f744-4ed2-af03-5873c43e687c,6,20.15,"Edwards, Johnson and Phillips",electronics,2025-04-26 21:01:30,East Davidstad,desktop,True,True,3558478155372541,03/31,474727,1804,Ds161,82.174.70.232,dawn86@example.net,+1-305-530-6603,2,Religious drive where school mind image.,0
f80be94e-b5e8-47be-9d18-457c4dd5dcbd,13,111.58,Day PLC,electronics,2025-05-22 08:46:16,South Andrewberg,desktop,True,True,6579581550148131,04/29,485859,1519,LZ789,141.241.142.8,janet60@example.org,2963035153,4,,0
ec705bf8-a50b-4bac-a66b-d8e67f496d5a,2,187.14,"Baldwin, Miles and Moody ",food,2025-07-04 12:14:43,Kellichester,mobile,True,False,582315165446,07/27,412775,1903,bJ269,19.231.7.39,corey34@example.org,826.698.7130,4,Investment political majority protect whatever area.,0
45ec732c-3478-4ceb-8932-19cee0761518,20,424.85,"Snyder, Ho and Daniel ",fashion,2025-08-07 17:03:47,Benjaminton,,False,False,4478620149935179316,08/27,468591,1134,Ca776,148.110.145.139,donnahall@example.org,926.219.8209,5,Attack side energy upon. ,0
9b0f11d3-3795-4485-bc1d-b4cd857907fe,41,444.27,Clark-Reynolds ,fashion,2025-09-16 04:58:32,Jacksonfurt,mobile,False,False,213118658393056,08/35,432963,1240,Tb355,77.97.172.154,oparks@example.com,587.233.1175,2,Training risk between east create cell. ,1
4df1f44f-e1aa-49b1-99f5-cbd163c07877,50,425.06,Mclaughlin PLC,electronics,2025-05-02 01:44:13,West George,mobile,True,True,180085461653407,06/28,462178,1609,aH778,94.194.164.1,darryl55@example.org,612-992-3213x46679,2,North lay organization civil drive. ,0
6ecfead9-4736-4671-bc03-d4163da3cf52,42,131.24,Watkins-Palmer ,fashion,2025-05-23 17:24:44,Jamesport,mobile,True,True,4834663629816833042,12/34,445459,1237,jH903,86.151.128.111,cheryl69@example.net,+1-609-528-8286x3840,1,Less few project task dog lot. ,0
b366b316-2045-497d-bd02-a84b3364fd7d,11,169.97,Brooks-Baker ,electronics,2025-01-25 14:00:07,Smithfurt,desktop,True,False,630463125827,11/27,462066,1204,YD380,25.169.209.70,oscott@example.net,+1-311-734-8382x5655,3,Series provide race adult energy assume stock.,0
420f0e33-bc95-470f-8aa1-bfdd427f4fd1,11,14.61,Romero and Sons,fashion,2025-04-26 07:33:40,North Brian,,False,False,3555231610242053,09/28,474557,1120,DU177,47.240.142.236,johnnystewart@example.com,498-659-5490x435,1,,0
bb18b993-2804-4b29-a715-d360d150572c,21,324.94,Huff-Smith,fashion,2025-03-10 04:18:51,Lake Jessicaview,desktop,False,False,3552702289214923,09/35,487348,1466,Pf041,12.148.139.20,roymcpherson@example.net,001-519-836-2934x5943,3,Might agree push old movement. ,0
9e6f9b72-65d9-4a4a-a57f-d8c6358b9901,19,,Flores Group ,electronics,2025-04-10 10:26:50,New Ashleyland,desktop,False,False,4576733133440844,08/35,438121,1774,hU051,183.32.164.112,josephwalker@example.net,(761)843-0532,2,Education different process remember answer final.,0
1feb615e-37bd-4d9f-83af-bed3aa125eb5,3,269.72,Compton Ltd,fashion,2025-05-18 07:01:03,East Matthewton,,True,False,6011232784769450,02/33,492856,1388,XC298,38.201.237.176,fmendez@example.net,(839)476-9997x6180,1,Box age up before.,0
213d70b0-8765-4487-9d16-4d94afb6b937,25,319.26,"Lee, Cross and Jimenez ",,2025-06-06 19:04:01,Port Robertmouth,,True,True,4998998010012,06/30,453349,1025,sX958,152.154.168.69,davisjustin@example.net,628-447-7168x11476,1,Still religious door always wait reach. ,0
8fcd64ac-7ca7-48cc-87fb-65351b9fc6ff,15,,Zuniga Ltd,electronics,2025-01-09 21:20:01,West Casey,desktop,True,False,4467554346764040,09/26,483710,1036,CJ504,101.196.168.154,heatherwebb@example.org,7265873583,5,Morning forward join account tax know hot.,0
517c856c-1bd2-4859-9612-077882603955,4,400.01,"Jones, Burch and Mcbride",,2025-09-27 01:48:24,Williamsville,,False,False,5291480469977954,07/33,432055,1265,Mc846,171.179.101.192,ballalexander@example.com,222.427.9554x48016,5,Before manage war person evidence short audience. ,0
09783612-0c77-45c0-add5-06afe71c5c40,7,186.29,King LLC ,electronics,2025-04-28 23:31:53,East Vanessaburgh,,True,True,3509137364588764,02/26,419613,1491,HZ031,31.207.201.108,rsmith@example.com,887-274-3684,0,Week eat none bring look black land force. ,0
ebc2c505-1d61-4b41-be3a-f108e90e5f8e,40,296.37,Mendoza-Martinez,,2025-04-29 17:56:49,East Adam,,False,True,6011551087531188,07/27,442212,1871,On045,182.116.40.184,brucemarshall@example.com,+1-416-259-6048x4703,5,Perhaps simple their conference address wife. ,0
02bf5356-fcc7-4055-a9f1-96f0880c23c4,23,370.13,"Hendricks, Bryant and Hammond",fashion,2025-10-06 19:09:35,Port Benjamin,mobile,True,False,30262778402222,03/27,478221,1861,cT513,155.15.96.251,juarezandrew@example.com,(476)549-6324,2,Sure catch where turn provide social.,0
5adb68d6-96be-4d7c-a464-ab2d1f045159,32,429.85,Martinez-Bell,fashion,2025-03-07 04:36:25,Valeriebury,,False,False,30457681905366,05/31,404479,1912,sA786,85.190.156.1,jacquelineschmidt@example.net,626-444-3879x485,4,State memory size never research. ,0
7e58ee7b-4a4c-4117-bad9-e2d475355e8f,10,,Dillon and Sons ,,2025-01-16 18:34:40,North Lisa,mobile,False,False,4935975261626910,02/34,423504,1153,td381,121.49.174.105,lisaswanson@example.com,001-521-902-1570x40412,0,Above activity as every writer remain writer. ,1
4e7f5228-4be3-44ea-906d-a1ef3a37fcb1,34,,Cole-Long,food,2025-06-05 17:53:29,Kaylachester,mobile,False,False,577396105444,10/28,493762,1879,qd081,69.247.145.25,bakerthomas@example.org,(968)453-8718,0,Sure apply major enter boy include. ,0
edc31760-23ed-409d-811a-e3d2fd0d033c,50,70.19,Simon LLC,food,2025-01-10 01:04:20,North Annaside,,True,False,6577695161940918,08/27,478985,1440,cT713,92.233.146.213,daviddavenport@example.net,461.847.5635,1,Take establish thank at travel. ,0
ed682edf-9b4f-49e8-be1f-c1007d9c8d40,27,388.0,Spencer Ltd ,fashion,2025-06-24 09:20:08,Port Jessicachester,,False,True,4460019283725449527,09/26,410526,1368,wk664,219.117.214.66,smithmorgan@example.net,630.602.9388,0,Seem game describe rather without site.,0
